"Page Name","Box Name","Resource Name","Original URL","Final URL","Is Dupe"
"Paying for College","Cost of Attendance","International Student","http://admissions.oregonstate.edu/international/prices-dates/program-prices","https://admissions.oregonstate.edu/international/prices-scholarships/program-prices",0
"Paying for College","Cost of Attendance","Tuition & Fee Tables","http://fa.oregonstate.edu/business-affairs/tuition-and-fee-information","https://fa.oregonstate.edu/business-affairs/tuition-and-fee-information",0
"Paying for College","Cost of Attendance","Graduate Student","http://financialaid.oregonstate.edu/review_costofattendance#grad","https://financialaid.oregonstate.edu/cost-attendance",1
"Paying for College","Cost of Attendance","Undergraduate Student","http://financialaid.oregonstate.edu/review_costofattendance#undergrad","https://financialaid.oregonstate.edu/cost-attendance",0
"Paying for College","Cost of Attendance","University Housing & Dining Services","http://uhds.oregonstate.edu/rates","https://uhds.oregonstate.edu/rates",0
"Paying for College","Financial Aid & Scholarships","Federal & State Programs","http://financialaid.oregonstate.edu/review_aidtypes","https://financialaid.oregonstate.edu/aid-types",0
"Paying for College","Financial Aid & Scholarships","Financing Graduate Education","http://oregonstate.edu/dept/grad_school/financing.php","https://gradschool.oregonstate.edu/finance/",0
"Paying for College","Financial Aid & Scholarships","International Scholarships","http://oregonstate.edu/financialaid/international-provost-scholarship","https://oregonstate.edu/financialaid/international-provost-scholarship",0
"Paying for College","Financial Aid & Scholarships","Scholarships","https://scholarships.oregonstate.edu/","https://scholarships.oregonstate.edu/",0
"Paying for College","Financial Aid & Scholarships","Veterans Benefits","http://studentlife.oregonstate.edu/veterans","https://veterans.oregonstate.edu",0
"Paying for College","Financial Aid Requirements","Progress","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkelig.P_DisplayTabs?tab_type=EA","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkelig.P_DisplayTabs?tab_type=EA",0
"Paying for College","Financial Aid Requirements","Holds","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkelig.P_DisplayTabs?tab_type=EH","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkelig.P_DisplayTabs?tab_type=EH",0
"Paying for College","Financial Aid Requirements","Message","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkelig.P_DisplayTabs?tab_type=EM","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkelig.P_DisplayTabs?tab_type=EM",0
"Paying for College","Financial Aid Requirements","Financial Aid Status","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrksumm.P_DispSumm","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrksumm.P_DispSumm",0
"Paying for College","Financial Aid Rewards","Financial Aid Rewards","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkrhst.P_DispAwdAidYear","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwrkrhst.P_DispAwdAidYear",0
"Paying for College","Financial Services (Managing my $)","Cashier's Office ","http://fa.oregonstate.edu/business-affairs/studentbilling","https://fa.oregonstate.edu/business-affairs/studentbilling",1
"Paying for College","Financial Services (Managing my $)","Direct Deposit for Refunds","http://fa.oregonstate.edu/business-affairs/studentbilling#refunds","https://fa.oregonstate.edu/business-affairs/studentbilling",0
"Paying for College","Financial Services (Managing my $)","Tax Information","http://fa.oregonstate.edu/business-affairs/1098-t-tuition-statement","https://fa.oregonstate.edu/business-affairs/students/1098t",0
"Paying for College","Financial Services (Managing my $)","Emergency Loans ","http://fa.oregonstate.edu/business-affairs/emergency-loans","https://fa.oregonstate.edu/emergency-loans",0
"Paying for College","Financial Services (Managing my $)","Financial Consent for Release Form","http://fa.oregonstate.edu/business-affairs/ferpa","https://fa.oregonstate.edu/ferpa",0
"Paying for College","Financial Services (Managing my $)","Third-Party Billing / Sponsored Students","http://fa.oregonstate.edu/business-affairs/student-finance/third-party-billing","https://fa.oregonstate.edu/third-party-billing",0
"Paying for College","Financial Services (Managing my $)","Financial Literacy","http://financialaid.oregonstate.edu/explore_financialliteracy","https://financialaid.oregonstate.edu/financial-literacy",0
"Paying for College","Financial Services (Managing my $)","Card Cash / Orange Rewards ","http://mycard.oregonstate.edu/","https://login.oregonstate.edu/idp/profile/cas/login?execution=e1s1",0
"Paying for College","Financial Services (Managing my $)","My 1098T Tax Form","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwtktxns.p_disp_tax_notification","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwtktxns.p_disp_tax_notification",0
"Paying for College","Financial Services (Managing my $)","Pay My Bill","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=twbkwbis.P_GenMenu?name=bmenu.P_ARMnu","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=twbkwbis.P_GenMenu?name=bmenu.P_ARMnu",0
"Paying for College","Questions? Email us!","Email the Student Accounts Office","http://oregonstate.edu/tools/ldap-mail.php?to=Accounts.Receivable@oregonstate.edu","http://oregonstate.edu/tools/ldap-mail.php?to=Accounts.Receivable@oregonstate.edu",0
"Paying for College","Questions? Email us!","Email the Cashier's Office","http://oregonstate.edu/tools/ldap-mail.php?to=Cashiers.Office@oregonstate.edu","http://oregonstate.edu/tools/ldap-mail.php?to=Cashiers.Office@oregonstate.edu",0
"Paying for College","Questions? Email us!","Email the Financial Aid Office","http://oregonstate.edu/tools/ldap-mail.php?to=financial.aid@oregonstate.edu","http://oregonstate.edu/tools/ldap-mail.php?to=financial.aid@oregonstate.edu",0
"Paying for College","Student Employment Opportunities","Career Services","http://career.oregonstate.edu/","https://career.oregonstate.edu/",0
"Paying for College","Student Employment Opportunities","Off-campus Jobs","http://career.oregonstate.edu/students/beaver-careers","https://career.oregonstate.edu/students/handshake",0
"Paying for College","Student Employment Opportunities","Graduate Assistantships","http://oregonstate.edu/dept/grad_school/current/assistantships.html","https://gradschool.oregonstate.edu/finance/graduate-assistantships",0
"Paying for College","Student Employment Opportunities","On-campus Jobs","http://hr.oregonstate.edu/student-employment","https://hr.oregonstate.edu/student-employment",0
"Student","Important Dates","Academic Calendar","http://registrar.oregonstate.edu/osu-academic-calendar","https://registrar.oregonstate.edu/osu-academic-calendar",0
"Student","Learn@OregonState","Canvas / Learn@OregonState Student Guide","http://guides.instructure.com/m/4212","https://guides.instructure.com/m/4212",0
"Student","Learn@OregonState","Canvas / Learn@OregonState","https://oregonstate.instructure.com/","https://oregonstate.instructure.com/",0
"Student","My Student Stuff","Academic Regulations","http://catalog.oregonstate.edu/regulations/","https://catalog.oregonstate.edu/regulations/",0
"Student","My Student Stuff","MyDegrees","https://mydegrees.oregonstate.edu/DashboardServlet","https://mydegrees.oregonstate.edu/DashboardServlet",0
"Student","My Student Stuff","Privacy/Confidentiality","http://oregonstate.edu/registrar/access-records","https://registrar.oregonstate.edu/access-records",0
"Student","My Student Stuff","Catalog Year Policy","http://oregonstate.edu/registrar/catalog-year-policy","https://registrar.oregonstate.edu/catalog-rights-policy",0
"Student","My Student Stuff","Final Exams","http://registrar.oregonstate.edu/exams","https://registrar.oregonstate.edu/exams",0
"Student","My Student Stuff","Academic Standing","http://oregonstate.edu/registrar/grades-honor-roll-academic-standing","https://registrar.oregonstate.edu/grades-honor-roll-academic-standing",0
"Student","My Student Stuff","Code of Student Conduct","http://studentlife.oregonstate.edu/code","https://studentlife.oregonstate.edu/sites/studentlife.oregonstate.edu/files/code-of-student-conduct-102218.pdf",0
"Student","My Student Stuff","My Profile","https://xe.ucsadm.oregonstate.edu:8890/BannerGeneralSsb","https://xe.ucsadm.oregonstate.edu:8890/BannerGeneralSsb",0
"Student","My Student Stuff","OSU Directory Preferences","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkoprf.P_ShowDiroItems","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkoprf.P_ShowDiroItems",0
"Student","My Student Stuff","Take a Survey","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgksrvy.P_ShowSurveys","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgksrvy.P_ShowSurveys",0
"Student","My Student Stuff","My Week At A Glance","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfshd.P_CrseSchd","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfshd.P_CrseSchd",0
"Student","My Student Stuff","My Class Schedule","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfshd.P_CrseSchdDetl","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfshd.P_CrseSchdDetl",0
"Student","My Student Stuff","View Holds","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskoacc.P_ViewHold","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskoacc.P_ViewHold",0
"Student","My Student Stuff","My Transcripts","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskotrn.P_ViewTermTran","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskotrn.P_ViewTermTran",0
"Student","My Student Stuff","Student Evaluation of Teaching","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwykg_wdyt.p_wdyt_redir","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwykg_wdyt.p_wdyt_redir",0
"Student","My Student Stuff","Enrollment Verification","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=OSU_STUWEB.P_NSC","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=OSU_STUWEB.P_NSC",0
"Student","My Student Stuff","My Textbooks","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=OSU_STUWEB.P_OSUBOOKS","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=OSU_STUWEB.P_OSUBOOKS",0
"Student","My Student Stuff","My Student Records","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=twbkwbis.P_GenMenu?name=bmenu.P_AdminMnu","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=twbkwbis.P_GenMenu?name=bmenu.P_AdminMnu",0
"Student","Registration Tools","Course Catalog","http://catalog.oregonstate.edu/","https://catalog.oregonstate.edu/",0
"Student","Registration Tools","Schedule of Classes: Corvallis / Bend / Distance","http://catalog.oregonstate.edu/course-search","https://catalog.oregonstate.edu/course-search",0
"Student","Registration Tools","Baccalaureate Core Courses","http://catalog.oregonstate.edu/earning-degrees/bcc/","https://catalog.oregonstate.edu/earning-degrees/bcc/",0
"Student","Registration Tools","Change of Grading Basis","http://oregonstate.edu/registrar/change-grading-basis","https://registrar.oregonstate.edu/change-grading-basis",0
"Student","Registration Tools","Registration: Getting Started","http://oregonstate.edu/registrar/getting-started","https://registrar.oregonstate.edu/getting-started",0
"Student","Registration Tools","Web Tutorials","http://oregonstate.edu/registrar/video-tutorials","https://registrar.oregonstate.edu/video-tutorials",0
"Student","Registration Tools","Look Up Classes ","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfcls.p_sel_crse_search","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfcls.p_sel_crse_search",0
"Student","Registration Tools","Add / Drop Classes","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfreg.P_AltPin","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskfreg.P_AltPin",0
"Student","Registration Tools","View Priority Registration Status","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskrsta.P_RegsStatusDisp","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwskrsta.P_RegsStatusDisp",0
"Student","Registration Tools","Scheduler","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=csched.p_redirect","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=csched.p_redirect",0
"Student","Student Academic Services","Chemistry Tutoring","http://www.chemistry.oregonstate.edu/courses/molehole.html","http://chemistry.oregonstate.edu/courses/molehole.html",0
"Student","Student Academic Services","Honors College","http://oregonstate.edu/dept/honors/academic-advising","http://oregonstate.edu/dept/honors/academic-advising",0
"Student","Student Academic Services","Writing Center","http://cwl.oregonstate.edu/","http://writingcenter.oregonstate.edu",0
"Student","Student Academic Services","Admission","http://oregonstate.edu/admissions/index.php","https://admissions.oregonstate.edu/",0
"Student","Student Academic Services","Transfer Credits","http://oregonstate.edu/admissions/transfer/transfercredit.html","https://admissions.oregonstate.edu/transfer-credit",0
"Student","Student Academic Services","Undergraduate","https://catalog.oregonstate.edu/advising/","https://catalog.oregonstate.edu/advising/",0
"Student","Student Academic Services","Disability Access Services","http://ds.oregonstate.edu/home/","https://ds.oregonstate.edu/home/",0
"Student","Student Academic Services","Ecampus","http://ecampus.oregonstate.edu/orientation/undergraduate/advisor/","https://ecampus.oregonstate.edu/orientation/undergraduate/advisor/",0
"Student","Student Academic Services","Ecampus Student Services","http://ecampus.oregonstate.edu/services/","https://ecampus.oregonstate.edu/services/",0
"Student","Student Academic Services","Ecampus Tutoring","http://ecampus.oregonstate.edu/services/student-services/online-tutoring/","https://ecampus.oregonstate.edu/services/student-services/online-tutoring/",0
"Student","Student Academic Services","Educational Opportunities Program","http://oregonstate.edu/dept/eop/","https://eop.oregonstate.edu/",0
"Student","Student Academic Services","Graduate","http://oregonstate.edu/dept/grad_school/success.php","https://gradschool.oregonstate.edu/progress",0
"Student","Student Academic Services","International Degree","http://oregonstate.edu/international/degree/advising","https://international.oregonstate.edu/degree/advising",0
"Student","Student Academic Services","OSU Libraries","http://osulibrary.oregonstate.edu/","https://library.oregonstate.edu/",0
"Student","Student Academic Services","Collaborative Learning Centers","http://osulibrary.oregonstate.edu/clc/","https://library.oregonstate.edu/clc/",0
"Student","Student Academic Services","Math Learning Center","http://www.math.oregonstate.edu/mlc","https://math.oregonstate.edu/mlc",0
"Student","Student Academic Services","Degree Partnership Programs","http://oregonstate.edu/partnerships/students/","https://partnerships.oregonstate.edu/?q=students/",0
"Student","Student Academic Services","Registrar","http://oregonstate.edu/registrar/","https://registrar.oregonstate.edu/",0
"Student","Student Academic Services","Additional Forms for Students","http://oregonstate.edu/registrar/node/92/#Additional%20Forms","https://registrar.oregonstate.edu/?q=node/92/",1
"Student","Student Academic Services","Diploma Release/Diploma Mailing Request","http://oregonstate.edu/registrar/node/92/#Diploma%20Forms","https://registrar.oregonstate.edu/?q=node/92/",1
"Student","Student Academic Services","Registration Forms","http://oregonstate.edu/registrar/node/92/#Registration%20Forms","https://registrar.oregonstate.edu/?q=node/92/",0
"Student","Student Academic Services","Change of Grading Basis","http://oregonstate.edu/registrar/sites/default/files/forms/change-of-grading-basis.pdf","https://registrar.oregonstate.edu/page-could-not-be-found",0
"Student","Student Academic Services","Undergraduate Change of Major","http://oregonstate.edu/registrar/sites/default/files/forms/undergraduate-change-of-academic-program.pdf","https://registrar.oregonstate.edu/sites/registrar.oregonstate.edu/files/forms/undergraduate-change-of-academic-program.pdf",0
"Student","Student Academic Services","Academics for Student Athletes","http://oregonstate.edu/studentathlete/","https://studentathlete.oregonstate.edu/",0
"Student","Student Academic Services","Academic Success Center","http://success.oregonstate.edu/","https://success.oregonstate.edu/",0
"Student","Student Academic Services","Student Support Services","http://oregonstate.edu/dept/sss/home","https://trio-sss.oregonstate.edu/home",0
"Student","Student Academic Services","Veterans' Services","http://studentlife.oregonstate.edu/veterans","https://veterans.oregonstate.edu",0
"Student","Student Academic Services","INTO OSU","http://www.intohigher.com/oregonstate","https://www.intostudy.com/en-gb/universities/oregon-state-university",1
"Student","Student Academic Services","INTO OSU","http://www.intohigher.com/oregonstate","https://www.intostudy.com/en-gb/universities/oregon-state-university",0
"Student","Technology","Computer Labs","http://oregonstate.edu/helpdocs/comp-facilities/general","http://oregonstate.edu/helpdocs/comp-facilities/general",0
"Student","Technology","OSUWare","http://oregonstate.edu/helpdocs/OSU-Ware","http://oregonstate.edu/helpdocs/OSU-Ware",0
"Student","Technology","Academic Technology","http://oregonstate.edu/is/mediaservices/","http://oregonstate.edu/is/mediaservices/",0
"Student","Technology","Student Computing Facilities","http://oregonstate.edu/is/mediaservices/scf","http://oregonstate.edu/is/mediaservices/scf",0
"Student","Technology","Student Multimedia Services","http://oregonstate.edu/is/mediaservices/sms/","http://oregonstate.edu/is/mediaservices/sms/",0
"Student","Technology","OSU Beaver Store - Beaver Tech","http://osubeaverstore.com/BeaverTech/","http://osubeaverstore.com/BeaverTech/",0
"Student","Technology","Ecampus Testing","http://ecampus.oregonstate.edu/faculty/manual/testing.htm","https://ecampus.oregonstate.edu/faculty/manual/testing.htm",0
"Student","Technology","OSU Computer Helpdesk","http://is.oregonstate.edu/accounts-support/och","https://is.oregonstate.edu/service-desk",0
"Student","Technology","Virtual Computer Lab","http://is.oregonstate.edu/learning-technologies/remoteapps","https://is.oregonstate.edu/service/citrix-apps",0
"Student","Technology","Online Meetings (WebEx)","http://oregonstate-students.webex.com/","https://oregonstate-students.webex.com/media/redir/index.html",0
"Student","Technology","OSU Mobile Device Info","http://oregonstate.edu/helpdocs/welcome/mobile-devices","https://oregonstate.teamdynamix.com/TDClient/KB/?CategoryID=6874",0
"Welcome","Online Services","Update Address(es) and Phone(s)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypUpdate","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypUpdate",0
"Welcome","Online Services","View Address(es) and Phone(s)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypView","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypView",0
"Welcome","Online Services","Update E-mail Address(es)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalUpdate","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalUpdate",0
"Welcome","Online Services","View E-mail Address(es)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalView","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalView",0
"Welcome","Online Services","Directory Profile","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoprf.P_ShowDiroItems","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoprf.P_ShowDiroItems",0
"Welcome","Online Services","Display OSU ID","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathOSU_GENWEB.P_DispCurrID","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathOSU_GENWEB.P_DispCurrID",0
"Welcome","Online Services","My Profile","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathosu_luminis_links.P_BannerGeneralSsb","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathosu_luminis_links.P_BannerGeneralSsb",0
"Welcome","Online Services","Go to ONID","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathosu_luminis_links.P_Onid","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathosu_luminis_links.P_Onid",0
"Welcome","Online Services","Change General Access Pin (GAP)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathtwbkwbis.P_ChangePin","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathtwbkwbis.P_ChangePin",0
"Welcome","Online Services","Change Security Question","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathtwbkwbis.P_SecurityQuestion","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathtwbkwbis.P_SecurityQuestion",0
"Welcome","OSU Alerts","OSU Alerts","http://alert.oregonstate.edu/","https://oregonstate.edu/alerts",0
"Welcome","OSU Events Calendar","OSU Events Calendar","https://events.oregonstate.edu/","https://events.oregonstate.edu/",0
"Welcome","Quick Links","Find Someone","http://oregonstate.edu/main/campus-online-directory","http://directory.oregonstate.edu",0
"Welcome","Quick Links","Traditional Online Services Login (not single sign-on)","http://infosu.oregonstate.edu/login","http://infosu.oregonstate.edu/?twbkwbis.P_WWWLogin",0
"Welcome","Quick Links","Webcams","http://webcam.oregonstate.edu/","http://webcam.oregonstate.edu/",0
"Welcome","Quick Links","OSU Libraries","http://osulibrary.oregonstate.edu/","https://library.oregonstate.edu/",0
"Welcome","Quick Links","Google Drive","https://drive.google.com/a/oregonstate.edu/","https://login.oregonstate.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1",0
"Welcome","Quick Links","OSU Campus Map","http://oregonstate.edu/campusmap/","https://map.oregonstate.edu//",0
"Welcome","Search OSU","Search OSU","http://search.oregonstate.edu/","https://search.oregonstate.edu/",0
"Welcome","Systems Status & Planned Outages","OSU Network Announcements » Outages","http://intranet.nws.oregonstate.edu/blog","http://intranet.nws.oregonstate.edu/blog/",0
"Welcome","Update Personal Profile","Notify Me of OSU Alerts","http://getrave.com/login/oregonstate","https://login.oregonstate.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1",0
"Welcome","Update Personal Profile","Update Emergency Contacts","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkoemr.P_SelectEmrgContacts","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkoemr.P_SelectEmrgContacts",0
"Welcome","Update Personal Profile","Update Address or Phone Number","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkogad.P_SelectAtypUpdate","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkogad.P_SelectAtypUpdate",0
"Welcome","Update Personal Profile","OSU Directory Preferences","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkoprf.P_ShowDiroItems","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwgkoprf.P_ShowDiroItems",0
"Welcome","Update Personal Profile","Direct Deposit","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwykdird.P_DirectDeposit","https://xe.ucsadm.oregonstate.edu:9990/ssomanager/c/SSB?pkg=bwykdird.P_DirectDeposit",0
"Welcome (more?)","Online Services","Make Credit Card Payment","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwckcpmt.P_CCPayment","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwckcpmt.P_CCPayment",0
"Welcome (more?)","Online Services","Name Change Information","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoemr.P_SelectEmrgContacts","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoemr.P_SelectEmrgContacts",0
"Welcome (more?)","Online Services","View Emergency Contacts","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoemr.P_ViewEmrgContacts","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoemr.P_ViewEmrgContacts",0
"Welcome (more?)","Online Services","Update Address(es) and Phone(s)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypUpdate","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypUpdate",0
"Welcome (more?)","Online Services","View Address(es) and Phone(s)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypView","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectAtypView",0
"Welcome (more?)","Online Services","Update E-mail Address(es)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalUpdate","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalUpdate",0
"Welcome (more?)","Online Services","View E-mail Address(es)","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalView","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkogad.P_SelectEmalView",0
"Welcome (more?)","Online Services","Update Emergency Contacts","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoinf.P_DispUpdName","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoinf.P_DispUpdName",0
"Welcome (more?)","Online Services","Social Security Number Change Information","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoinf.P_DispUpdSSN","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoinf.P_DispUpdSSN",0
"Welcome (more?)","Online Services","Directory Profile","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoprf.P_ShowDiroItems","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgkoprf.P_ShowDiroItems",0
"Welcome (more?)","Online Services","Answer a Survey","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgksrvy.P_ShowSurveys","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwgksrvy.P_ShowSurveys",0
"Welcome (more?)","Online Services","Dependent Information","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwpkdbcv.P_NamesAndBenefits","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwpkdbcv.P_NamesAndBenefits",0
"Welcome (more?)","Online Services","Health and Dental Plans","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwpkdcmn.P_DispDednCurHlt","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwpkdcmn.P_DispDednCurHlt",0
"Welcome (more?)","Online Services","Life, Disability & Other Insurance Plans","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwpkdcmn.P_DispDednCurMisc","https://myosu.oregonstate.edu/luminis-banner/lp5Banner?externalsystem=SSB&url=urlPathbwpkdcmn.P_DispDednCurMisc",0
